interacciones_app,tiempo_uso_app,tickets_soporte,calificacion_satisfaccion
14,8.42238457213805,1,7.3812691304792555
21,21.18134124739305,2,7.819764996218409
21,42.172585832171606,2,5.905308158514789
22,25.51591098539218,0,8.752843432626692
17,47.34233315320866,3,10.0
21,30.99935317992565,2,5.83722969692804
21,27.361409691155732,4,9.114684175953968
27,29.375722988859167,2,6.691134978117353
16,20.23956867267482,0,10.0
24,34.29213943316104,3,5.72890435325025
25,5.94634976266471,3,7.027806088770253
24,48.40149662731101,1,8.919841761176224
18,29.441040498951583,0,8.358221022194881
22,19.188078840507398,2,8.142724146930215
23,32.269239079641785,0,6.307895168186739
20,29.663005801807472,1,5.990511407484403
22,31.06145274204127,4,6.7514475281136415
13,25.86138741251131,1,8.678989675727077
29,34.18018180258069,1,8.29116022074439
17,31.765723888857355,0,7.151173964025983
16,26.92172015235822,1,8.685600397019961
16,43.75908364822872,0,9.083823468208918
19,20.291968185110214,0,6.633405732994655
28,25.7578975572997,2,6.599123290953781
27,65.69279660172133,1,7.161743923844272
23,44.2321378986486,0,6.235296187894855
19,24.655427009872998,2,5.115557700498257
9,19.934150732909693,2,6.2743925130427805
30,28.27001512645024,1,8.532698293117944
18,29.730922150330237,1,6.84282340413432
16,38.33568603490779,3,7.953011550435015
18,22.68819830047532,2,6.641189283902522
20,22.582192479700343,3,8.297116508655161
22,19.930809439286374,3,7.671682236316209
16,17.95927262431236,0,9.085681824927766
17,33.96268070886239,1,9.415448049032925
19,15.362203389969377,1,7.887443151033427
30,28.925818786375977,2,8.917888885757845
22,14.133491858630524,2,5.78454369631479
19,40.594947666346805,0,6.788219487713819
26,6.921074925188499,0,7.992885318177322
26,28.505930461824317,0,6.528437513896076
20,25.833020405646828,1,7.292931167615488
13,19.87402791871608,2,6.6728682440615215
19,43.63527841144034,1,7.983637792365059
29,17.122882755496626,1,7.796730070296064
19,30.7880878402993,2,6.006811797775605
21,24.475094741570985,3,6.723080492340766
22,45.66753671678572,2,10.0
24,25.378748588803937,1,7.440002481530393
15,33.574911830689736,1,7.700435941997335
16,34.9582244058986,1,8.679889561338763
18,42.86203617869383,1,8.786302617855414
22,23.04449404870607,4,8.659442840327088
24,29.342405577607007,0,6.9812850998849525
13,32.899655101745594,1,7.924026880673709
23,22.395877002683072,3,7.724860376671249
10,44.37451449500384,1,9.316592541042613
19,26.64331863883235,0,7.471358209030156
25,37.976110208107244,3,7.4437440283370275
27,26.451346936650218,2,7.537221784569792
19,17.0667943492937,1,7.507514404331195
16,28.981887106868474,0,7.212082221263454
25,24.042161862978013,0,7.01557604904813
27,31.17276004669375,1,8.06533497580642
19,28.853010427265854,0,6.903479832589974
27,37.45163047347943,7,9.13732862971136
28,23.64012026658117,1,5.733053902921821
18,38.481326228416684,1,7.390532167023466
19,24.144581472502054,0,7.1314096130503115
19,30.860909811942708,2,7.962502840489497
22,28.988415228511062,1,6.82040489529619
16,25.81598535137335,1,8.228127241774905
14,34.90091844968431,0,8.335704225633885
24,37.03429962227071,3,4.943125724209672
21,43.97361528409315,0,9.646925035423541
22,15.806004496776788,2,6.181593259046478
14,58.2619789174023,0,7.433801650359708
23,37.93411885788465,2,8.179246498547753
16,32.934703985014316,3,9.60853298342564
20,36.52307935847276,1,10.0
18,35.67849898797649,1,7.9097836590317225
22,44.78909553585025,1,5.570560918764401
21,25.99929259341967,2,5.211974942142337
21,13.32442191351294,0,4.7945607256219045
20,16.492200204562028,1,7.561747296657996
15,28.87376187596332,1,6.918267019170695
18,35.39085580513123,3,5.4493927469728245
22,24.622939359322746,0,8.66703688120604
24,19.392603968141927,1,9.35784163217551
26,17.14921285870686,2,9.285465753902116
8,40.71254950239516,2,9.226616520045807
24,49.10932748524423,0,4.245182430206303
19,36.49171497194992,0,8.851527581876248
19,24.02082426145038,2,6.74653818975006
22,16.020682421642096,2,9.080170683472407
23,25.277335868948203,1,7.102664937378471
23,35.81964365268472,1,6.567210502118226
24,39.70612862753198,0,7.171006609345094
19,17.590303277900503,2,8.319625065096687
19,26.87053214965776,2,7.9825648422256394
20,21.510532082515,2,8.261229281576753
22,53.77952594626129,4,5.847966636693851
6,36.57500624041914,1,7.257632637988026
23,32.13086891929039,0,7.9641215728883115
20,25.09029687488938,3,8.759251309428153
19,19.184896048902676,1,10.0
18,30.04801107188554,1,7.081857516534253
22,26.392034258301848,3,9.451237176570789
27,30.120194272301983,2,6.597422227268929
20,39.297868313059084,0,8.372397809197201
26,28.229524430206546,3,8.723765172701764
22,12.71091619419066,3,4.695244704560267
18,27.34817268828637,1,9.189168956236863
19,37.12684343378617,4,9.720705207110877
18,12.579766803700831,3,6.475796638904351
19,11.020483459712743,0,7.35591082975739
22,42.89420458290949,1,9.633292383849179
29,31.920571563645147,1,6.52428416639322
19,41.05242473327341,1,8.544489550026753
17,23.487008961217793,6,4.482854018920575
24,15.861762604686104,0,7.518925965088448
16,28.175057155655132,0,8.849333237837405
16,43.9721488918197,1,6.149204135796501
22,16.50293200612016,3,8.157072112918556
20,27.349494356566357,0,7.553624575206078
13,49.23991869455212,0,6.555904497872142
30,26.745254692059543,1,8.27175952694547
18,24.073289017627392,2,8.826974327321148
24,31.961933946244216,1,6.22261868662133
24,35.00282615095,1,5.531818131892354
25,53.08132716301132,2,8.849117416939965
20,36.80196136685561,2,7.976624010190703
17,34.91167437239285,1,8.187278134310835
27,27.149128946610997,0,8.99625893397017
13,26.817401786576752,1,5.668176239411117
17,28.278534808451234,4,7.337958581165891
18,41.72528218712479,4,9.339439438342572
20,35.65503868619604,2,7.255547228368308
21,20.025358146409292,0,8.209163888489561
29,42.991946866202234,0,5.256379473666053
23,50.18072350721853,1,6.38678948860788
26,44.798183518061805,2,7.977181852426784
20,35.97388132903375,3,7.6258555868034
21,24.656682451501894,1,8.819514003015593
22,45.51973148523022,1,7.5403087777071685
27,17.532938762925635,0,6.20281328918897
15,35.86545761524534,1,7.6317648294679845
21,26.26296853896569,0,6.962842723402714
26,11.6915222237274,1,6.652622144517389
22,33.235135651228504,1,8.994847858816089
17,44.425607939340836,0,7.0534568724229905
20,30.496813126358443,1,8.108295227909029
16,34.913962616073675,1,6.935702401890657
21,19.01470887745139,0,7.490958301001361
23,27.3818550402893,1,6.954964566698179
16,13.512579542828153,1,8.357111705060333
24,31.72805068443139,4,7.586643475748355
20,33.6859889525103,0,7.4101144121511355
24,18.78913717105023,4,6.601577860997575
27,26.77639333160086,2,7.798750497024117
16,39.30334877754314,1,6.976458440479518
17,45.16663580561303,3,8.231940078188611
18,18.111745717173697,2,7.926831855938154
14,46.05320045101152,2,7.771064105108615
21,34.58810678529832,2,7.898311555195267
19,44.0699858866994,0,8.229451113362174
24,21.938748514289053,5,5.411215505446046
16,16.74369932344194,1,6.538791242136819
29,36.968259448057694,0,7.749680793599903
16,31.170995763050325,1,6.96428435628329
25,19.051525001133797,5,8.266739624795003
17,38.90201473573752,0,7.083452563218743
27,31.930987083872274,0,8.165661847758837
14,27.649638772234646,0,6.497897932918158
18,12.501829583431842,1,10.0
15,35.30689143821184,1,8.583084522437115
16,35.57928360197329,2,7.678961437331236
22,27.018440011151267,2,7.918670785935882
18,21.050523010787643,4,8.44888415305164
21,30.928622077179106,0,6.885886125886338
18,51.84280230618319,3,6.831686201659861
18,42.59040412173351,1,8.126490678188635
28,24.066748044647465,3,7.872879231617306
18,33.99947793103329,4,8.214941872684369
23,26.80715046093941,3,9.654354073944369
11,35.49562394580725,2,8.841179742279747
16,38.89117894117753,0,7.218553364376673
25,49.46901329804814,4,5.861590904375385
12,32.488380963898074,3,6.324228660648393
17,9.850668357933113,0,6.481827291209081
19,29.787052716256458,2,8.364724323316691
20,19.120339871837178,1,7.048018702206805
22,29.355225352134752,5,6.470749373901457
16,33.93438057812763,1,5.790839144967969
31,40.83671418394579,3,7.477417397165584
24,45.913113066586526,3,6.667203228256506
21,42.79631238318325,5,6.234860098168356
16,24.739490761624488,3,9.159818215929013
16,21.81385683710995,1,6.443947851083859
18,31.016437473387697,2,7.211794597105894
24,35.81045310376159,1,6.342173431685173
30,42.52152316865801,1,9.226263353467989
21,25.717164220164285,1,6.688668057580178
22,28.98137622169267,1,6.7989097529300535
22,26.073048446372773,1,6.116520332714281
25,20.12596940257922,1,6.0235435130051105
13,36.80252551355117,2,6.741488891939412
20,33.123214541635,0,7.232705622647943
22,37.80322913051989,0,6.024091057144082
17,31.866308409673383,1,8.178711104778735
24,31.748641987518916,2,6.044275113188969
13,40.0510286111888,2,8.382620561454582
21,11.301914459403491,2,7.959527429356957
27,21.4501163890845,2,7.222275979337867
19,34.76017238739395,1,7.645808744401219
22,34.07628965989732,1,7.187107648613881
18,25.83510736545579,1,8.708163564293889
15,20.828328317799336,0,5.715961847899932
18,44.153604746386655,2,6.333724480198635
27,20.755539026888915,1,5.513390846999442
17,36.31169719720104,3,6.13142651294209
33,12.61633367095995,4,8.090691557584298
22,25.58233067248421,2,6.92756969819145
16,35.9618154616826,2,4.575280251552165
23,12.968685840518898,0,9.742893905988673
26,33.384727552862586,0,6.09070246331139
20,40.58578946503949,0,8.247701390629228
19,36.83984760216704,1,8.42935896086279
20,20.88800443362507,0,6.802618621605945
15,23.086820223938133,2,6.7434176339077965
19,37.366563723091765,5,7.24235288032793
18,33.33075780253899,2,7.082620511298338
19,42.49093134721788,2,4.601943035189134
25,16.26184624311662,2,7.054777125940134
23,16.36061700003222,3,9.557137839080537
24,23.484421909692305,2,9.1690066853764
18,20.0719277503108,2,6.732420446740092
19,26.23413447039226,2,7.989755452858102
21,29.948828696404835,1,8.977008792403707
12,15.081114249304848,1,8.047309842800445
26,26.438774058844224,3,6.358438061717329
16,31.987099853517996,1,6.791271747566185
18,22.764822371675123,2,8.99438175514867
19,27.857762341914984,2,5.8862551065729996
20,34.05519446179007,1,8.584226247302615
20,32.98770985905766,0,9.39484945842958
19,37.779474813717826,1,6.448990170985993
20,40.26309416146062,1,7.208415636835399
16,33.360504282982326,2,8.414808718976474
21,26.360645221477675,2,6.635625204013122
20,31.44838676036474,2,7.04938847762353
19,35.439906001121756,1,7.134743514074067
18,40.74838575866775,4,9.143714603939205
22,50.521640786070236,2,5.222837984695598
16,32.75694423924966,2,6.7646738310709855
30,30.350894299421928,3,5.95185067923636
19,19.78639157028337,2,8.965723157666616
20,10.519958616787306,1,7.8930575282269535
22,49.22506697499783,0,7.057229955645436
23,48.38400627927504,0,9.229429877999259
12,44.82345733632351,2,8.648143809670303
17,33.91255690988045,0,7.215726227823393
20,40.90331973868027,1,6.618897140970147
17,38.05960076940208,2,4.262159715382099
21,28.904574144226046,4,4.922677216045425
22,22.303383278076474,2,7.190132815134954
15,27.69556278453824,1,6.018333909467526
23,31.389252090503106,1,8.616185750048356
22,12.139001140340774,2,8.394760097369725
22,37.720778275704255,2,8.321341923066806
19,30.714716680844393,2,7.745301864242178
18,14.126173505220962,0,7.941308245954338
18,34.215785729444704,2,6.435506213177636
9,31.03219594323633,2,7.03648160840201
18,46.3262721554848,4,7.718126072624001
22,22.888865565805496,0,8.08862571417665
29,5.0,1,5.198969193671962
14,21.65513363006098,1,7.6121036332064
22,33.9970943419176,0,7.2295529327312
22,31.371088602876952,1,6.056822093444021
12,23.244243516285557,1,6.040180038955793
23,34.22947375324763,2,8.013005033737379
25,26.536099209754216,1,7.6257938004334935
23,11.270104758190758,1,8.56465247606673
16,25.404233422089078,1,6.297849404864818
15,49.962196728300626,1,6.813373057395313
20,35.41993591405144,1,8.232521710376096
22,27.177765891188464,1,10.0
12,21.80487804596622,3,8.191874928985929
24,29.268440889122264,1,8.549971646971336
12,34.31750373842555,2,8.184909928161527
23,35.64682065652255,3,8.60591446967456
15,28.716759257788528,1,9.21499977219431
22,40.71833364313211,1,4.769596607115998
21,18.92519949594692,1,7.356990049272214
20,21.682757530472678,1,5.965820888801172
17,32.98053840168576,0,6.8041619725767575
14,14.296907098544743,2,7.777285089441192
10,16.223083499832633,0,9.342043253496524
22,38.82126170116781,3,5.844533944613898
20,32.40798109362703,1,5.893194371975673
15,25.76620339135871,1,9.851587186443597
17,23.711487344236687,2,5.407022341187625
14,20.4195980838904,2,5.6665245161311875
13,19.052835163448876,2,7.886630276587687
21,13.567119390519068,1,6.7287995593376975
15,22.897469102221173,2,6.932901073212306
20,42.524219897736295,1,9.311322818012677
24,31.354429848473156,1,7.312733281409182
15,21.982784432769762,1,8.941091893290912
23,24.530825111837444,2,6.748614428729573
23,32.697751459293244,1,8.425448307781144
15,29.43998142074187,3,7.6928989485747294
19,30.554586959953763,1,7.684621365196717
14,5.0,1,8.038995864695533
20,41.557512090104645,4,6.435279039733362
21,32.01497375839606,0,8.694734210335149
28,30.78307216405953,2,7.607779492254239
13,42.111033986666605,2,8.206905299357514
21,17.768794614490854,2,8.884935639354634
13,21.02390908322689,1,6.812957121827678
19,43.77897052770375,6,6.1291565198835
20,25.301156764344483,1,6.364710860022698
17,23.492177615261564,0,8.276480898330039
16,21.95904844819853,3,5.764815287142743
18,20.433986698906057,1,9.543843162024338
23,31.97415832488689,1,9.08278570298745
12,42.117018568972114,2,6.30130776325774
17,25.387775592302045,3,6.339253846818668
12,33.316881075419,1,6.49594957807535
13,32.84367738836628,1,7.365048777331833
17,30.55087890779659,1,9.46523003599004
25,38.17026724179989,3,4.805884970077141
23,39.82264717420583,1,9.002855267799863
14,43.06260096083213,2,8.626868021419632
18,38.622322141883885,1,7.42798378071539
25,48.044092572936506,2,6.753801022551583
21,15.570617823188396,0,8.12760698090868
23,27.64429709894614,2,8.259249009608402
18,23.257318831310243,0,7.400027443768953
28,21.717887315316176,4,4.6081438569312905
16,34.11204498332924,1,6.33235363355588
25,30.423876081142566,1,7.643567014462258
26,56.315444291670275,2,5.257150876344387
20,19.15315783128365,2,5.843477440329053
17,9.384461226252352,2,4.83694082240356
23,43.99570116105383,0,9.09778684142278
24,38.40245882768565,1,10.0
16,25.876190038101658,2,7.366744214646275
25,24.683455985449967,1,8.2118756327561
18,22.1987793261793,1,7.114901668854875
15,37.82376583519219,3,6.489593922361243
27,53.583722991234396,3,6.4367218207158725
20,29.67756735960016,0,6.958208606818674
19,16.066362722338198,2,6.091169779499073
15,22.911303266918384,2,6.369244464176951
15,17.131477244290746,2,8.84057430865059
14,26.25997140998766,2,7.068171820096724
29,17.59436967038379,0,8.43665522137114
24,32.27824983626181,2,7.6955244480009775
19,41.85675815182989,1,7.232793011315831
14,25.67297779922184,1,7.3060671204861
21,22.766880384236373,4,7.01795557840026
21,36.128437521435345,1,4.590718463988969
23,20.80011426192374,3,6.877498600329654
17,18.72884087665315,1,7.074332867306668
21,25.650368096631134,1,9.03220681563051
20,31.08271166232175,2,8.816197325505101
25,34.23620164290363,3,7.640020977964417
12,37.49280756326571,1,7.0545654277612195
28,36.313370954717925,4,9.458081311154631
19,45.034287607418165,3,8.346716437087396
26,43.03975598710039,0,9.176030612858247
17,37.89618724505896,4,8.378766577560754
15,44.624800789231784,1,6.79336208637123
23,5.0,1,6.987351792281865
16,28.334505660774468,3,8.488368283792965
17,30.164700554115186,2,7.148739104967628
14,27.711670445875015,1,7.226460091609492
17,28.713806983278886,0,9.760627404730657
24,31.089430323564052,0,7.204051409388894
23,38.80998188816034,2,6.031430127714663
19,38.31233104982025,2,8.624916897656567
23,39.50005113119178,0,6.526296692065532
14,45.19298155573629,3,9.61189596622138
29,41.26445515281195,2,6.953053258879508
25,22.668089810407345,3,7.1986510132194095
27,23.94827999558485,1,7.365110449637128
17,21.75446971131265,1,7.373907164698558
21,26.717884063116973,1,8.2948978457727
21,41.49822563220473,3,7.1417583705349745
23,24.42305349057455,3,8.722863146822197
15,35.31206366889974,1,7.433037904653576
27,19.455275387873694,1,7.069462477626692
17,27.66454761208032,0,6.5007573863662405
24,29.50693295966542,3,7.263660080391389
17,48.47571507677552,2,6.611544996751124
16,8.741948089542614,3,8.12502525535917
30,36.14083797380473,4,7.326890216779504
21,43.16871383039903,0,8.595390735152623
19,20.90613052913624,0,7.374174804435559
23,22.049335830867424,2,6.956183020181688
21,18.248615547241478,3,4.534207059019877
26,42.84315306095359,2,8.918916947851098
29,24.39639363957035,2,6.161304312638663
19,45.286586609194345,0,7.480400071357065
13,41.70687255937129,3,7.637287311854944
21,35.96554285278798,2,9.015162527124323
19,30.230695644625442,0,6.911098289218525
28,22.374879972099038,0,7.524684418348018
25,36.46819443207245,2,7.761735198550722
27,25.737834901144367,1,5.06471149265289
19,40.4194660428845,1,7.430232345820697
17,22.673390669683823,0,5.614389730946355
24,20.04131807921394,3,6.575591642454399
27,35.057859231927225,0,6.281585033728867
21,22.00390189079062,4,6.146039541041444
18,13.135197693234144,2,5.910011726999686
14,28.279292088928937,0,5.947632581928804
24,45.018072380302634,2,6.324198702168706
23,35.386735387011186,1,9.850099920304608
20,36.917238421069115,1,6.970031686469012
18,29.52320453280296,3,7.277060204632703
19,17.967709410516555,3,8.529122947738063
13,51.84379416613652,2,7.78245010226455
21,42.47532599156824,0,8.06238431992373
17,24.178149724521695,2,6.761599945842225
17,46.56786915851234,1,4.7486504203591755
24,32.510106724598494,2,7.354945474246086
22,33.104947677675334,3,7.450064285012914
10,30.493152217799178,3,8.516516648718397
23,24.78206051498557,0,9.672807210428724
15,31.8925774520211,0,6.819743633980975
23,22.506073882669053,1,6.370275825299476
9,10.224535649148141,5,5.433784494648661
20,30.525377540815857,0,7.397063732440138
19,24.957877550300477,1,5.778821505996275
18,34.21792737121319,2,5.853852353217006
20,25.697881304498583,1,6.869571689027894
21,28.85548775317674,2,7.345413987408445
21,55.67235527930286,1,9.17141695496388
21,38.68606418329354,1,6.420727238633033
13,45.39554771914418,0,6.676770915921234
16,26.45065408670265,0,7.088033800293757
29,30.280718158397278,1,8.680938291394767
22,22.271111536313185,1,6.710087203518008
14,36.20040696215559,2,6.073764939545907
22,23.58928571023646,3,7.484144549164137
15,43.329666186604754,1,5.500057390241281
29,54.88096470176834,1,8.161229031298902
19,25.0314798297277,0,6.5881962574196375
27,31.124505762128546,0,8.65139628686058
20,28.81505184596307,0,7.095760618597787
10,40.15425579827729,1,7.267781165839325
26,31.14474047928499,0,4.396896762323982
15,49.95935427292247,0,6.003378088531019
18,31.673458658215175,0,7.6586152102779055
20,16.82110284933345,2,6.682549263929263
25,32.60688196938448,2,8.181271421000167
18,23.9576772713355,3,7.543070755112526
31,19.45791750366041,1,6.602157982879659
22,31.35149100773361,2,8.366031237103016
26,35.670827712760094,2,7.327345244402292
17,32.556778245761,0,8.11622474412585
13,16.267634557351705,2,7.139338002537807
21,24.100336937167093,0,9.150577329333556
21,33.95319250601297,0,4.715954935522248
21,25.28529244102645,1,6.739083186261283
17,46.332692813521376,0,7.1189563557748965
17,33.788707556540615,1,6.1899833164086795
24,11.79200226625402,2,5.432277011240519
11,30.165646750574417,1,9.767636692301979
14,23.083065904604915,4,8.838616498739274
21,30.94957396889888,0,7.659555770920745
17,38.384342739952864,4,8.379418677919368
17,11.122376889675483,3,6.1096603258700855
24,18.82817536131516,2,8.410088596560296
18,25.908423761042027,2,8.874587162187234
18,35.04325308797218,0,7.969548826669751
23,44.29377860074416,2,6.843176348457856
20,42.321112839194654,3,6.536670279122599
23,16.723394513338363,2,8.029066958058063
17,34.58824639204747,1,8.31437387992327
21,33.364720166457325,2,8.507843216243026
22,28.398045114548943,0,6.718895058013101
16,36.283127542666335,4,9.847486590417452
14,22.90675371299203,1,8.378658779881796
14,26.846795663172866,1,8.422644065800963
19,42.8033118375887,1,7.41830249197296
18,36.27383361255346,0,8.14833308016015
20,5.0,2,9.487341076207045
20,30.722039707201212,2,6.810663634131588
20,19.704591667968806,1,6.014027358275222
12,46.72246350788214,3,5.631935424351739
25,39.74950804277003,2,5.365433007874597
19,27.29412251374018,1,7.829622601421156
12,39.97447198505506,1,8.175675554599355
16,24.218267814997624,3,10.0
23,39.199491074551325,1,6.709340163671969
23,33.264489837525375,2,6.323531274184834
19,37.44158910744224,2,8.339182235975342
18,15.171226719196632,1,8.337695222250682
23,33.31875379997127,1,7.416927445335502
11,22.085011610388023,3,7.873423185558299
14,25.393723506569685,3,8.659195530873559
17,26.921548197695994,0,7.842537318329576
23,27.136475984395684,1,7.20785441703584
19,25.347597269901144,0,7.3837254966471075
16,30.658577562991958,3,5.745867777912028
25,32.27629170208641,0,6.607680153332197
21,22.168172656637346,3,8.417842688090861
16,26.471948803813138,0,6.935831546798123
24,31.62299388221456,2,6.962909590662142
29,43.558551649451616,3,6.273074729260592
17,25.13587778504092,4,9.706222709067086
26,41.40744203600088,0,6.663743264259419
26,18.873859607507367,1,7.778084769818861
34,21.99497200678214,1,8.425246498281128
26,33.41292572393691,1,7.12511456200176
22,35.48871363241168,3,8.323189915820352
14,20.635096989207383,1,7.462310053691483
19,18.913690318615746,2,6.641428413125653
23,49.20600791150849,0,7.059822310908777
20,31.63328674285979,2,8.939695513736913
20,22.131495462348276,4,6.892593459185856
15,35.50207545654969,0,8.922281089250841
18,43.65353210215372,2,6.145238248373173
11,42.37781955363545,2,7.710898425313147
13,16.68967433489097,2,7.645487033853052
21,23.169032467342838,2,6.963111972319222
18,22.18340423547281,2,7.522341909997253
22,32.875146878228,3,8.06744011008942
23,29.560592766509256,1,10.0
15,18.223282566186235,1,7.743977104439022
24,23.19946166655385,1,7.986630406355864
17,23.76106177107293,1,8.220639020297666
17,16.257665204374927,1,7.465379853647283
16,42.76103781675614,1,9.999989764499052
26,28.132270555067194,2,6.495359236757742
20,25.757154378781234,1,8.00310857188284
21,43.905168050763436,1,6.5062109884029296
25,16.135086818843703,1,7.656332593685204
17,35.49144150423812,2,8.51614216798379
20,44.6788720716406,2,6.782010246525843
18,37.43863619642537,1,7.152781549346229
26,51.83005419804298,0,7.84060373885698
21,25.163543465085482,1,7.223072835323537
20,26.597159137307152,3,9.568711491364489
29,30.601755739418444,2,7.866245240162969
14,32.106878617198845,3,7.398344989504887
16,21.96262028721936,3,7.442412743014741
19,37.636700325816705,1,8.601628408903998
17,24.6782725692782,1,5.218493434671467
12,24.274623664765862,1,6.02491079076238
18,15.543410676354164,5,6.813493509996118
29,44.96019028366395,1,7.399301929040322
14,34.10436039784017,2,8.586008451831615
