visitas_tienda,compras_online,tiempo_web_min,gasto_mensual
5,4,11.327161709497359,264.53870118619784
4,2,15.82287308869368,273.794185425742
6,7,14.053667889602561,358.0610981496372
3,3,18.448011893546465,277.9333881391984
4,2,26.043073816729493,227.28940752111893
2,6,18.54234289000962,280.4257563902213
7,1,11.64911272715043,333.2116421683457
10,2,14.607902359546634,316.84147603892893
4,4,22.009641265513658,296.6076093491308
4,7,7.956615378078449,270.59363869844145
3,5,11.924711672555706,206.40045908871613
5,2,18.54981966003355,172.5400890628634
5,4,21.47165626602696,160.6745445716735
5,5,18.044839511368064,279.54747159062936
2,2,11.96652542391347,287.3710052451307
2,2,17.682676506631964,332.0728361952923
5,1,17.071463833682902,292.1298889187396
2,1,16.7541088351146,328.8153586859469
1,3,14.514631615188298,240.20900270185604
6,4,15.264971540928135,307.81318475772395
4,2,10.462500697306211,174.88971160522357
3,1,27.401021124987466,245.4860611093056
5,1,15.784997203385947,112.63857968210885
5,5,17.74256140525405,252.36884920792522
1,1,13.910443917858291,341.85898630307736
5,2,19.226551646897256,255.26579875620797
7,2,8.507835292189325,304.1368744129918
5,1,6.271972322429177,270.4888910568491
4,4,14.847642462879204,207.21806405204794
4,2,25.270276375588658,236.00141422365712
0,2,21.04160417269897,338.4763370238139
2,2,10.957767851347798,303.75055418559043
5,4,17.580437049865466,203.68031496599644
2,8,11.820052610847206,145.93963405761133
5,2,17.13208343722151,265.5134937673355
0,3,17.521969381230186,206.3590132172685
2,3,19.632395604490668,236.69237426775382
1,0,7.171681514211957,140.91830626791412
2,3,8.672060055725737,328.0564643133471
4,3,14.622147210475207,242.72666445496162
3,7,9.837883321677237,254.09949783510666
4,3,9.451389650075386,187.5302338453624
4,2,16.35928689611467,229.19614706052863
7,0,10.419822177768161,259.1844832245451
1,5,26.28828445194229,204.00570801422407
4,2,12.334170063530486,233.81036874499978
6,2,13.648839578961537,353.97185684149935
5,3,16.487702702585686,118.74685227735162
1,2,7.4602230942712655,263.84212757960006
6,1,17.542522560826725,191.0900449786382
4,5,16.707338249169432,350.2367492375787
7,2,13.2534724231115,236.44545243720424
4,2,16.369636537981417,171.4634069206346
5,4,17.141412564119847,233.8292471735752
6,1,22.175953561501498,276.22256933014853
4,1,27.50130733990043,458.1716843182718
5,3,9.692495061826637,91.76424765027963
1,1,8.51326295029228,160.06628987616756
4,2,15.513748056540077,347.8914160351036
3,5,4.605407596603133,136.82802680254568
1,3,18.24707615912752,250.72239421368408
7,2,15.565403815364286,213.7476340721312
2,1,16.836432996306886,201.9681964918871
3,4,13.482140324400266,237.08555382936345
4,5,16.27507882984201,225.0487959130583
3,3,17.361197888219344,329.27962106649375
7,6,16.000117028332955,349.62210305822737
1,5,8.274506922687287,281.97279727455646
4,4,15.860029136007606,232.29455966212248
7,4,24.269823430249176,269.3852403106313
4,2,16.204460292399315,310.37691750583264
6,3,15.685278063840823,325.1273729803135
3,6,22.800188289454127,277.75351352387594
8,3,11.271922211175639,364.5746164032014
6,1,19.448388200433858,203.7615959556366
1,5,12.349213234739128,335.4967221838566
4,3,20.432916716725682,302.8269897070478
3,1,18.990240772337817,204.24997174484713
3,2,12.9386056833639,267.451441200848
5,2,13.67019436833529,272.6072183723
4,1,19.88905770709114,239.34756697324883
5,4,5.72274549388341,238.5298375046596
1,3,12.79035445052651,135.63792762358037
4,5,18.102087418122583,198.30495902491472
3,2,13.45946614302507,232.12209008578557
3,2,15.674316901034624,207.05737077524498
5,1,4.794245271697973,185.825194868295
2,5,10.727609521652269,329.58185148392613
3,4,18.397263360759045,242.205618501649
6,3,11.244963114677933,412.50562904023246
6,5,8.487701445889936,266.70606242996973
5,2,20.308042664772977,328.01163945135227
5,4,17.578420270348513,234.39084662737994
5,1,9.557333235914545,200.37439255585204
2,0,15.692519222160493,269.7136903851846
5,3,9.720261026373565,347.16370530708605
5,3,14.237704715621922,243.31956734092057
4,6,15.879940947627302,283.50836378358946
3,2,10.957518003998022,269.31703235892945
2,4,18.7116646676262,242.6499308305141
3,2,19.48675851160828,246.48816509415732
3,1,16.317827624499284,175.11440284598189
5,5,17.069910757702004,249.1683599872565
6,4,7.735855808156286,298.9970472545748
4,1,21.810936134217638,272.17840886077744
3,2,14.543375059717654,263.81353957273404
5,5,10.323718174372921,304.3758584665647
7,1,15.729179062279625,264.6201182763912
5,3,18.727349961944416,251.04369541388652
3,5,17.56174783526985,305.1370305220774
5,2,9.576548176057845,260.2449713761726
7,2,18.78818944758749,232.25535293931685
7,3,14.69670459100405,285.1202691360201
3,2,17.506020911920608,247.35861958245837
7,3,10.9922424970935,228.8864907109598
4,2,20.229557946933262,261.6566668900558
2,4,15.91357763132411,262.5318134440549
5,3,20.94411657069115,167.22814570487617
3,4,7.325659455719389,274.9922850475092
3,5,7.992904401924935,388.4884636813877
3,3,13.79986076682347,176.52916061436218
4,1,22.33812509986391,212.3068207271134
1,1,24.814054488368626,458.50196674292107
3,2,10.557868504626004,188.34004837588526
7,3,15.265235158057365,346.47925578722504
3,5,15.775759876403276,232.847038323195
5,2,18.59078806519027,254.5104994232292
2,1,19.42481333206244,240.16241447098793
3,7,9.428009035441658,281.92754661104993
1,5,15.322966801086858,131.51851176257682
5,2,4.9574103811504,263.96953430486434
4,2,19.053956415202023,219.7478612976577
3,2,13.306900658379814,110.26945787920027
7,2,8.97308960348969,334.06667707669163
4,1,16.66273404978406,91.93729250036517
7,3,13.150653784972517,411.1334672794533
5,2,21.307305153881117,296.27148888656563
2,6,10.537089322268926,147.92531584167125
1,6,26.114776000304673,350.3570236012904
6,2,19.272777714816748,193.72153992311777
2,5,21.43847206592086,197.13820878398752
3,1,9.855818992257745,114.92722654230576
3,3,23.942296885668796,185.20278250801954
3,5,8.937262772958665,194.03734210761544
4,2,13.950941517732124,311.36095642189065
9,2,21.5232831370338,337.5395399596943
4,0,17.533845362522374,156.9408416016817
4,3,8.80419041352019,270.2904977018409
7,5,20.67705030921326,111.98090100568712
7,2,16.69977226371269,270.5758581166519
4,4,12.918998819725331,412.15601355556896
3,1,7.289953719751896,116.51406783968517
6,4,17.173752649364136,173.90000933748752
6,3,14.18286098516787,304.5456410930216
0,5,15.781546743736174,313.38958562276207
3,5,7.073993199147042,179.4162441194496
5,0,12.906714708218265,360.51863015185717
4,1,17.401523107707558,188.8316175645495
3,3,24.38232305652366,375.5100705702249
3,3,13.973591885746847,285.1488766030693
7,6,22.216495295340604,345.34112890277726
3,0,18.936742104249234,277.8121094699096
3,4,16.16892483126674,299.2723078265747
3,5,9.938291081669428,303.25993949344274
6,1,10.147607282345218,335.8589906975045
3,5,18.087704353533,247.53791498819263
6,4,12.367522129473937,182.50721236859135
2,2,11.923186406169501,244.07956547477525
7,7,14.096948304828533,199.93841265693
4,2,14.180845848304038,204.84459191218264
4,2,19.503839880968435,374.10829298503063
1,2,12.472511508698947,296.70459180672594
5,2,19.00620018012158,293.25531116746856
6,5,17.19852567027202,330.4482656815844
1,3,6.630020063189743,296.31328695740456
5,0,16.472538314916537,390.0308121125331
5,0,1.6612078286144882,92.90167537654119
1,1,10.523883691740068,175.18055411524168
3,5,17.31538423281124,197.44961138701217
4,5,14.946784498703126,146.82126418968272
1,1,6.160539470192294,258.46920784909696
2,5,9.40419116513226,261.9949521572474
4,3,1.9554344337388958,398.15021789641594
4,5,8.287183714778582,317.784185638953
5,5,17.89531674659275,211.9355176383943
5,2,12.212835307124267,287.0769610373061
1,4,15.84972770863279,112.9764909678517
4,1,15.068221907697481,260.66914198720514
3,2,15.162915352497928,256.65904859589796
3,4,20.115662115565257,182.3426951976274
6,5,13.985446789144879,234.91019734532838
3,1,19.55334186529953,198.05968830426121
3,1,2.613283035312488,180.05910113333033
2,1,20.557129784220233,300.5874355395907
6,1,8.549609539451113,327.5433395361253
4,1,9.635301384608393,288.2496655736109
3,2,11.47691255254372,217.14214979353125
4,2,20.419276104157184,200.3084802550986
5,5,10.553500754276712,219.4750012985176
6,2,11.720556103818229,233.49940793584807
7,5,10.191561409871106,184.59323063561573
4,4,16.276974004297188,329.0367990382016
4,6,18.71804167443834,234.8294701457187
6,6,23.521622578803154,307.36606374838044
3,6,26.999087498933854,145.00593681958082
4,1,18.250903765939846,198.3744631504008
6,2,16.82827093434684,314.4545047864426
6,5,8.913301339458942,315.5159482313021
3,5,24.54651576865488,159.81025413933673
2,2,16.077015546669728,272.7301656998084
8,5,13.554675790461818,274.6985708913859
4,4,16.93765884526777,196.88399659726633
4,3,11.818246363025594,276.7748494772163
4,2,3.3116421785432273,131.46612252315995
1,2,17.85901460466801,180.48311102720245
10,2,21.71236925966952,294.9218459242119
6,2,17.784613176004733,252.2125194025217
1,3,14.96460434999173,256.10652456889886
8,6,15.066358761956803,236.86879864107811
6,1,15.861398738581434,290.2676936149312
3,4,15.70827110544292,293.882267005976
0,1,14.696493412597226,309.3623584566984
4,2,15.126714397344255,259.4251900196382
5,4,22.77506370220232,220.86911196771027
2,2,17.361366071732665,208.22376928602577
2,2,15.52573492012282,170.73650064577816
4,6,18.296134481479584,219.7907633973609
3,4,18.296494933916215,204.52117577178768
7,1,19.729989813849294,370.1184065693375
7,1,11.215442940835699,171.4796806614247
3,3,12.597360469261051,327.80215881125474
7,3,10.93221272902874,229.91965425063842
1,3,18.83361461746846,234.51452844321182
2,4,18.589354872035127,280.08910679585443
3,0,8.633785637388144,143.6096835907669
3,3,16.954189064101616,190.00186987898914
2,3,21.861169339339366,156.91459150365364
0,2,13.823336806377567,221.48062728673426
1,5,16.569866369631523,181.8103643665113
3,2,18.652428514122125,348.7857382979345
4,4,8.3972088030064,206.24923944994288
3,3,15.759940794955511,71.61281198286582
5,1,21.360580948707355,224.91754070514688
6,1,12.033955916179261,310.5591566445087
3,3,19.162330711294143,372.27013385921384
2,1,15.135808035695597,232.78800847854706
3,3,11.627476789331629,211.2324948972588
3,7,14.517457245927922,248.91610287996048
3,2,12.36936037956884,281.12921046513276
6,4,10.55842979118567,165.33369945954024
7,2,13.728276137734458,231.66622288866364
2,2,15.34213156193061,246.28490772360928
4,2,14.169728087255658,253.43524419195455
3,1,13.673132094355797,239.15927614759505
6,2,16.129979414827996,179.81634958781098
8,4,17.65702987490524,275.4056993827753
5,2,9.279523835801301,246.6570425463846
4,2,13.73802065309696,246.47465874283532
1,0,5.132295450030755,168.81038905830053
2,1,14.189083204828984,298.01408668677345
5,3,15.752645230358105,178.9048532861686
5,4,17.848900060827187,371.23284255230453
3,3,15.770524032481523,161.55590726205315
1,4,17.74087822027124,307.16619576401337
1,3,15.326124908346387,106.88625440914436
4,7,11.62240810908763,80.62699584534815
8,1,9.420324158051503,208.39246792439323
3,3,13.684986463557351,80.5224570394465
6,0,11.168618982965215,304.72923629355716
1,3,14.40140442684515,248.36474056664815
4,4,12.540614982562852,355.07729710383643
4,2,17.09540506282024,237.460495148105
6,1,15.244775122286171,268.2362685749958
1,3,17.23747168128624,229.88540899381914
7,5,17.211923616372804,184.4552092017762
2,6,14.101634781417852,219.49192368447086
5,4,14.408318275393398,159.70356060686638
6,0,17.50802244160681,279.0563942729655
7,4,27.229694653370622,226.91144375479936
5,2,10.054344265322086,242.48143075760237
4,2,15.208757439947298,461.7797705709167
5,2,9.0214582638798,219.771265835916
5,3,14.895438252210443,273.5319093954844
3,3,11.62969548172813,245.93984675868276
1,4,14.400467944739198,336.8195692477266
4,1,15.776551669739293,267.88437499584234
8,1,12.553044437880192,229.64329666052583
3,2,6.081206619063087,421.9387430347523
2,3,22.127678385764035,185.52365160660628
4,3,19.19638489899655,235.46206200666782
3,5,14.347203855445676,318.7361825069875
3,3,10.526335008947193,188.63995103148687
2,0,15.425122951415139,307.4209068951551
5,5,16.804944125207044,214.03963883730512
5,1,18.850059078798044,325.2427195858786
4,2,19.31111082200393,323.2758642133941
3,5,20.25338152655923,243.24373540063598
7,4,6.295701552525102,174.9645063097829
4,1,13.47678392989428,220.63932611767817
3,4,19.965504103058137,248.88877806546284
0,10,10.381841486810176,316.6203408771275
2,3,21.096337885908365,274.04350582085726
3,3,24.05188807569138,290.34306564983984
3,7,20.956271597295803,276.1996682108871
5,4,18.307952035516074,313.46642612783813
4,2,12.76246886318576,234.9691763109121
5,5,16.40817401873936,262.366747043049
7,3,8.269526756396884,252.12812965497375
3,2,11.09444667704122,217.15332733395616
5,5,11.445982587442648,325.87804809100254
2,3,15.309862869829736,324.2981480514628
6,5,13.039113672858544,340.434160298725
5,4,16.30799978310032,192.72254080476748
6,2,19.389134124386292,276.31068633081475
3,3,11.451362285643691,331.927528331282
2,2,15.743005464685256,362.7172317440676
1,4,12.920155050910317,136.85263135948188
2,3,15.950812468285909,249.7835364895328
3,2,18.430862991059097,235.80878321242778
2,3,19.60617895421106,369.31304270576493
7,2,18.351520596465193,84.29876364455077
2,3,17.06992814464497,171.45125294775346
4,2,7.898933634902353,357.4774465072276
4,3,9.593670352270554,214.77100710929184
0,4,10.879108600997544,152.39050902302233
4,2,16.793101034037623,363.40278561491164
6,0,8.544975438047302,142.6138977080922
4,0,16.687611640839286,326.6527041742186
7,1,16.322346285663244,132.98079028684015
2,2,5.321554472401576,141.8101517447217
4,1,9.56198589116224,265.01059922346826
5,1,20.219377874283747,186.37682123271793
5,4,18.487045741974566,270.4251300071344
1,0,10.748030014025328,385.15336812137394
5,3,9.825695072927749,238.37395819272737
3,3,2.748266574607099,372.0840490295486
4,1,22.356488438606572,274.3218815740571
2,2,15.205271842155225,321.6904318318027
5,2,24.418620276726003,73.50753795348962
8,0,14.041644565138716,297.7228522261636
4,3,16.41294649444793,286.20726890994206
9,3,19.456492357142977,222.99480610106838
3,3,23.19421343090455,392.16481796614414
3,3,17.50510829242212,213.00937117601492
0,1,15.012036089691463,129.33443336085026
4,3,15.139788305576818,308.6467782810056
4,4,9.770821988965324,143.22427656737602
1,2,13.090585665671746,255.744010548538
3,2,15.256097423075447,350.48981971878123
4,7,21.909469375508813,287.3858735950003
7,1,12.849784032593286,231.4458863469863
4,10,20.313273227368928,223.6655316261328
3,1,14.590809943680703,344.9006971497984
1,0,21.21779279791219,158.506376733173
5,3,18.383612469864758,308.12913045609963
7,3,18.04597681425676,414.5206579448277
4,3,19.894133299977643,290.7577566190538
4,3,19.165799556429793,232.14862156111144
1,4,20.31906697851912,237.99509473411138
8,1,25.658819796202827,213.97147160391245
4,3,23.08447355674464,201.17162005652236
1,5,17.332121170824813,258.8331773094543
1,2,12.791265706481733,300.96134004949954
2,3,16.832088948454125,370.80801191990395
4,2,5.369021371707387,103.25950190588293
0,1,19.14493306250512,67.07150576862924
7,2,9.699834027131947,372.2559574070137
4,5,20.61240637987253,254.28525704375707
7,3,24.901445168453584,258.2131572141141
6,1,7.745328286575455,287.5971841478839
5,1,14.748478018962064,235.9855238637201
7,5,9.677935736662846,398.1367441734636
6,2,6.358450180317535,286.887153821746
8,3,14.468391743980616,216.42998369494185
4,5,18.175835185492737,223.13630462214428
2,0,18.77200214659522,239.23517241348446
8,5,15.769629062826722,191.71706411893695
6,3,6.678839716932185,376.7115527853533
2,1,15.61689381226652,259.2968804615935
5,2,7.537259918772316,162.21245498285182
4,3,7.865058709710684,280.3901548173061
3,4,10.015900558717203,357.9282238434421
4,4,20.2490559568921,329.56122802917463
3,3,17.72627672840772,193.01421358689177
3,2,16.612953489413,166.81965278960365
6,1,10.686929095815826,357.0491713883527
3,6,13.061123082243036,128.17672316438166
3,5,8.149387469214687,277.81881694395497
3,0,21.821506634460484,207.36060274052775
5,1,25.986290037851457,348.52322844024775
3,3,17.78299207036563,170.89493291516794
4,5,18.658771055051805,190.26482951716315
3,1,14.205199303943154,296.2771372652129
3,3,6.90273818170818,309.66368982076034
6,5,10.780176046864035,351.9697600378474
4,1,12.673077255332469,285.4695352577212
7,3,13.073719947436224,276.2113455709504
0,2,11.92303185714858,328.6837104470413
6,5,15.238766542857835,147.2043041458158
3,4,10.749154557339923,184.02614512292865
4,1,25.838620603098143,153.49025879616886
3,6,8.173129925018738,50.0
5,2,19.436547720112753,313.16183031634364
3,2,13.690726449190562,357.22638365481225
2,4,17.313990476309243,291.69962232826566
1,1,17.540574335888124,278.5055605374739
4,3,15.785216150603276,256.37218288070164
9,3,9.333146262001879,254.13578844781088
2,3,13.339801248149538,377.14175738329317
6,3,15.845476360996715,366.188872440969
5,4,15.532169176420597,206.12270677352984
3,4,9.88434012608987,333.1601756987699
3,3,21.456062295207833,342.2070602149221
2,3,2.532132870411596,298.7794997309228
4,4,13.74937556117681,279.0685534587165
3,3,10.393406224071907,276.4954715116178
1,2,15.910827081795961,138.84892288231822
5,3,20.08362928002213,132.19874907695225
4,3,7.965154944114609,308.746854085777
7,2,26.768026161442222,167.47155374287786
4,3,16.00924318478931,145.80359752309897
7,3,16.90861995047734,94.33971222329993
4,4,7.801228323262936,214.32197037009513
3,7,14.767164058332622,278.07521325343976
0,3,19.858374107589462,284.11906099854207
4,4,16.04960786109339,313.79463306693265
1,3,15.700977868634586,220.637599510503
3,4,14.740702156608059,258.04593346888447
3,4,8.109999541682892,313.43635414174884
2,2,8.081456644682733,284.7983522369692
5,3,20.846635633203547,206.1348170493795
5,3,19.41143352971547,272.47337324925354
5,1,20.151355862336416,101.18264437545486
3,1,10.885899780976901,250.00922911532007
4,2,14.212161194155406,203.61984919487594
0,2,21.159000930005725,363.8932534738043
3,4,8.8567233762018,176.70819136694996
3,2,20.649412037766332,258.7508939058882
8,2,12.067402036880535,217.8375436271583
4,3,10.723833497827476,208.13311903841782
4,2,14.84041850096744,278.2998906641117
4,1,9.414990454441016,218.6347505271338
2,3,5.5155320275147055,388.8992878488949
5,2,15.380148433244786,101.90553179605152
2,2,17.671328851906942,297.33780941215844
5,2,21.076450863187773,243.64039302579266
3,5,18.03487356585743,246.2263115803198
4,2,24.82698592416353,272.6591880947309
6,2,21.805374878682414,324.83145628656973
3,3,18.690393758433075,269.88047880492115
9,3,17.343094126779963,325.0997477281014
4,4,21.150510915366155,253.48015228387592
4,3,3.9348894433573385,172.44177247801602
1,4,12.59971479368525,243.31420661941527
7,3,5.707594765196447,336.4694465866969
4,1,18.315488161930496,219.19890788288026
4,3,11.286180612945508,168.78972948176641
4,3,30.098265711690217,296.4590867775046
3,1,12.410371009146099,275.2458640601916
1,3,15.531815824412616,192.18447334314473
3,2,12.98866732906167,232.52067678706493
9,0,12.555843809280613,236.37468042136024
2,0,8.767390580843507,250.47864516891624
7,2,8.599252950295124,298.492428236441
2,4,4.102534988635075,219.60975510964977
5,2,17.72731151401719,302.36832207741566
0,4,12.876766167360095,209.98830546768127
3,1,24.66814113021323,374.97305597852534
9,3,8.779299079663769,376.58903390733116
6,3,22.381572600774724,185.76952565192724
8,0,22.861296676757604,158.08734538856186
